SampleID	Type	Group
P614	anaerobe	group1
P615	anaerobe	group2
P616	anaerobe	group1
P617	anaerobe	group2
P618	anaerobe	group1
P619	anaerobe	group2
P620	anaerobe	group1
P621	anaerobe	group2
P622	anaerobe	group1
P623	anaerobe	group2
P624	anaerobe	group1
P625	anaerobe	group2
P626	anaerobe	group1
P627	anaerobe	group2
P628	anaerobe	group1
P629	anaerobe	group2
P630	anaerobe	group1
P631	anaerobe	group2
P632	anaerobe	group1
P633	anaerobe	group2
P634	anaerobe	group1
P635	anaerobe	group2
P636	anaerobe	group1
P637	anaerobe	group2
P638	anaerobe	group1
P639	anaerobe	group2
P640	anaerobe	group1
P641	anaerobe	group2
P642	anaerobe	group1
P643	anaerobe	group2
P644	anaerobe	group1
P645	anaerobe	group2
P646	anaerobe	group1
P650	anaerobe	group2
P651	anaerobe	group1
P653	anaerobe	group2
P690	anaerobe	group1
P699	anaerobe	group2
P700	anaerobe	group1
P701	anaerobe	group2
P702	anaerobe	group1
P703	anaerobe	group2
P704	anaerobe	group1
P705	anaerobe	group2
P706	anaerobe	group1
P707	anaerobe	group2
P708	anaerobe	group1
P709	anaerobe	group2
P710	anaerobe	group1
P711	anaerobe	group2
P712	anaerobe	group1
P713	anaerobe	group2
P719	anaerobe	group1
P720	anaerobe	group2
P721	anaerobe	group1
P722	anaerobe	group2
P723	anaerobe	group1
P724	anaerobe	group2
P725	anaerobe	group1
P726	anaerobe	group2
P727	anaerobe	group1
P728	anaerobe	group2
P729	anaerobe	group1
P730	anaerobe	group2
P731	anaerobe	group1
P732	anaerobe	group2
P742	anaerobe	group1
P743	anaerobe	group2
P745	anaerobe	group1
P746	anaerobe	group2
P747	anaerobe	group1
P748	anaerobe	group2
P749	anaerobe	group1
P750	anaerobe	group2
P751	anaerobe	group1
P752	anaerobe	group2
P753	anaerobe	group1
P754	anaerobe	group2
P755	anaerobe	group1
P756	anaerobe	group2
P757	anaerobe	group1
P758	anaerobe	group2
P759	anaerobe	group1
P760	anaerobe	group2
P761	anaerobe	group1
P762	anaerobe	group2
P763	anaerobe	group1
P764	anaerobe	group2
P765	anaerobe	group1
P766	anaerobe	group2
P767	anaerobe	group1
P768	anaerobe	group2
P769	anaerobe	group1
P770	anaerobe	group2
P771	anaerobe	group1
P772	anaerobe	group2
P773	anaerobe	group1
P774	anaerobe	group2
P775	anaerobe	group1
P776	anaerobe	group2
P777	anaerobe	group1
P778	anaerobe	group2
P779	anaerobe	group1
P780	anaerobe	group2
P781	anaerobe	group1
P791	anaerobe	group2
P794	anaerobe	group1
P795	anaerobe	group2
P796	anaerobe	group1
P797	anaerobe	group2
P798	anaerobe	group1
P799	anaerobe	group2
P800	anaerobe	group1
P801	anaerobe	group2
P802	anaerobe	group1
P809	anaerobe	group2
P814	anaerobe	group1
P857	anaerobe	group2
P858	anaerobe	group1
P859	anaerobe	group2
P1177	anaerobe	group1
P1178	anaerobe	group2
P1179	anaerobe	group1
P1180	anaerobe	group2
P1181	anaerobe	group1
P1182	anaerobe	group2
P1188	anaerobe	group1
P1189	anaerobe	group2
P1190	anaerobe	group1
P1191	anaerobe	group2
P1192	anaerobe	group1
P1193	anaerobe	group2
P1194	anaerobe	group1
P1195	anaerobe	group2
P1196	anaerobe	group1
P1199	anaerobe	group2
P1200	anaerobe	group1
P1201	anaerobe	group2
P1217	anaerobe	group1
P1218	anaerobe	group2
P1224	anaerobe	group1
P1225	anaerobe	group2
P1226	anaerobe	group1
P1227	anaerobe	group2
P1228	anaerobe	group1
P1229	anaerobe	group2
P1230	anaerobe	group1
P1231	anaerobe	group2
P1232	anaerobe	group1
P1233	anaerobe	group2
P1234	anaerobe	group1
P1235	anaerobe	group2
P1236	anaerobe	group1
P1237	anaerobe	group2
P1238	anaerobe	group1
P1239	anaerobe	group2
P1240	anaerobe	group1
P1241	anaerobe	group2
P1242	anaerobe	group1
P1243	anaerobe	group2
P1244	anaerobe	group1
P1245	anaerobe	group2
P1246	anaerobe	group1
P1247	anaerobe	group2
P1248	anaerobe	group1
P1249	anaerobe	group2
P1250	anaerobe	group1
P1251	anaerobe	group2
P1252	anaerobe	group1
P1253	anaerobe	group2
P1260	anaerobe	group1
P1261	anaerobe	group2
P1262	anaerobe	group1
P1263	anaerobe	group2
P1264	anaerobe	group1
P1265	anaerobe	group2
P1266	anaerobe	group1
P1276	anaerobe	group2
P1277	anaerobe	group1
P1302	anaerobe	group2
P1313	anaerobe	group1
P1325	anaerobe	group2
P1326	anaerobe	group1
P1327	anaerobe	group2
P1329	anaerobe	group1
P1332	anaerobe	group2
P1335	anaerobe	group1
P1336	anaerobe	group2
P1346	anaerobe	group1
P1347	anaerobe	group2
P1348	anaerobe	group1
P1362	anaerobe	group2
P1522	anaerobe	group1
P1529	anaerobe	group2
P1530	anaerobe	group1
P1531	anaerobe	group2
P1532	anaerobe	group1
P1533	anaerobe	group2
P1534	anaerobe	group1
P1535	anaerobe	group2
P1536	anaerobe	group1
P1537	anaerobe	group2
P1538	anaerobe	group1
P1539	anaerobe	group2
P1540	anaerobe	group1
P1541	anaerobe	group2
P1542	anaerobe	group1
P1543	anaerobe	group2
P1544	anaerobe	group1
P1545	anaerobe	group2
P1546	anaerobe	group1
P1547	anaerobe	group2
P1548	anaerobe	group1
P1549	anaerobe	group2
P1550	anaerobe	group1
P1551	anaerobe	group2
P1552	anaerobe	group1
P1553	anaerobe	group2
P1554	anaerobe	group1
P1555	anaerobe	group2
P1556	anaerobe	group1
P1557	anaerobe	group2
P1558	anaerobe	group1
P1559	anaerobe	group2
P1560	anaerobe	group1
P1561	anaerobe	group2
P1562	anaerobe	group1
P1563	anaerobe	group2
P1564	anaerobe	group1
P1565	anaerobe	group2
P1566	anaerobe	group1
P1567	anaerobe	group2
P1568	anaerobe	group1
P1569	anaerobe	group2
P1570	anaerobe	group1
P1571	anaerobe	group2
P1572	anaerobe	group1
P1573	anaerobe	group2
P1574	anaerobe	group1
P1575	anaerobe	group2
P1576	anaerobe	group1
P1577	anaerobe	group2
P1578	anaerobe	group1
P1579	anaerobe	group2
P1580	anaerobe	group1
P1581	anaerobe	group2
P1582	anaerobe	group1
P1583	anaerobe	group2
P1584	anaerobe	group1
P1585	anaerobe	group2
P1586	anaerobe	group1
P1587	anaerobe	group2
P1588	anaerobe	group1
P1589	anaerobe	group2
P1590	anaerobe	group1
P1591	anaerobe	group2
P1592	anaerobe	group1
P1593	anaerobe	group2
P1594	anaerobe	group1
P1595	anaerobe	group2
P1596	anaerobe	group1
P1597	anaerobe	group2
P1598	anaerobe	group1
P1599	anaerobe	group2
P1600	anaerobe	group1
P1601	anaerobe	group2
P1602	anaerobe	group1
P1603	anaerobe	group2
P1604	anaerobe	group1
P1605	anaerobe	group2
P1606	anaerobe	group1
P1607	anaerobe	group2
P1608	anaerobe	group1
P1609	anaerobe	group2
P1610	anaerobe	group1
P1611	anaerobe	group2
P1612	anaerobe	group1
P1616	anaerobe	group2
P1617	anaerobe	group1
P1618	anaerobe	group2
P1619	anaerobe	group1
P1620	anaerobe	group2
P1621	anaerobe	group1
P1622	anaerobe	group2
P1624	anaerobe	group1
P1625	anaerobe	group2
P1627	anaerobe	group1
P1637	anaerobe	group2
P1638	anaerobe	group1
P1639	anaerobe	group2
P1640	anaerobe	group1
P1641	anaerobe	group2
P1644	anaerobe	group1
P1645	anaerobe	group2
P1646	anaerobe	group1
P1647	anaerobe	group2
P1648	anaerobe	group1
P1649	anaerobe	group2
P1650	anaerobe	group1
P1651	anaerobe	group2
P1653	anaerobe	group1
P1654	anaerobe	group2
P1672	anaerobe	group1
P1673	anaerobe	group2
P1674	anaerobe	group1
P1677	anaerobe	group2
P1678	anaerobe	group1
P1679	anaerobe	group2
P1680	anaerobe	group1
P1681	anaerobe	group2
P1682	anaerobe	group1
P1683	anaerobe	group2
P1687	anaerobe	group1
P1688	anaerobe	group2
P1689	anaerobe	group1
P1690	anaerobe	group2
P1691	anaerobe	group1
P1692	anaerobe	group2
P1693	anaerobe	group1
P1694	anaerobe	group2
P1695	anaerobe	group1
P1696	anaerobe	group2
P1697	anaerobe	group1
P1698	anaerobe	group2
P1699	anaerobe	group1
P1702	anaerobe	group2
P1703	anaerobe	group1
P1704	anaerobe	group2
P1705	anaerobe	group1
P1706	anaerobe	group2
P1707	anaerobe	group1
P1708	anaerobe	group2
P1709	anaerobe	group1
P1710	anaerobe	group2
P1713	anaerobe	group1
P1714	anaerobe	group2
P1715	anaerobe	group1
P1716	anaerobe	group2
P1717	anaerobe	group1
P1718	anaerobe	group2
P1719	anaerobe	group1
P1720	anaerobe	group2
P1721	anaerobe	group1
P1722	anaerobe	group2
P1723	anaerobe	group1
P1724	anaerobe	group2
P1725	anaerobe	group1
P1726	anaerobe	group2
P1727	anaerobe	group1
P1728	anaerobe	group2
P1729	anaerobe	group1
P1730	anaerobe	group2
P1731	anaerobe	group1
P1732	anaerobe	group2
P1733	anaerobe	group1
P1734	anaerobe	group2
P1735	anaerobe	group1
P1736	anaerobe	group2
P1737	anaerobe	group1
P1738	anaerobe	group2
P1739	anaerobe	group1
P1740	anaerobe	group2
P1741	anaerobe	group1
P1742	anaerobe	group2
P1743	anaerobe	group1
P1744	anaerobe	group2
P1745	anaerobe	group1
P1746	anaerobe	group2
P1747	anaerobe	group1
P1748	anaerobe	group2
P1749	anaerobe	group1
P1752	anaerobe	group2
P1754	anaerobe	group1
P1766	anaerobe	group2
P1770	anaerobe	group1
P1789	anaerobe	group2
P1790	anaerobe	group1
P1791	anaerobe	group2
P1792	anaerobe	group1
P1794	anaerobe	group2
P1795	anaerobe	group1
P1796	anaerobe	group2
P1802	anaerobe	group1
P1803	anaerobe	group2
P1847	anaerobe	group1
P1848	anaerobe	group2
P1849	anaerobe	group1
P1850	anaerobe	group2
P1858	anaerobe	group1
P1904	anaerobe	group2
P1926	anaerobe	group1
P1954	anaerobe	group2
P1958	anaerobe	group1
P1960	anaerobe	group2
P1962	anaerobe	group1
P1963	anaerobe	group2
P1964	anaerobe	group1
P1965	anaerobe	group2
P1966	anaerobe	group1
P1970	anaerobe	group2
P1974	anaerobe	group1
P1979	anaerobe	group2
P1986	anaerobe	group1
P1987	anaerobe	group2
P1989	anaerobe	group1
P2001	anaerobe	group2
P2002	anaerobe	group1
P2003	anaerobe	group2
P2004	anaerobe	group1
P2005	anaerobe	group2
P2006	anaerobe	group1
P2011	anaerobe	group2
P2025	anaerobe	group1
P2027	anaerobe	group2
P2028	anaerobe	group1
P2048	anaerobe	group2
P2049	anaerobe	group1
P2050	anaerobe	group2
P2051	anaerobe	group1
P2052	anaerobe	group2
P2053	anaerobe	group1
P2054	anaerobe	group2
P2055	anaerobe	group1
P2056	anaerobe	group2
P2068	anaerobe	group1
P2069	anaerobe	group2
P2070	anaerobe	group1
P2071	anaerobe	group2
P2072	anaerobe	group1
P2073	anaerobe	group2
P2074	anaerobe	group1
P2077	anaerobe	group2
P2081	anaerobe	group1
P2082	anaerobe	group2
P2084	anaerobe	group1
P2085	anaerobe	group2
P2086	anaerobe	group1
P2087	anaerobe	group2
P2088	anaerobe	group1
P2089	anaerobe	group2
P2090	anaerobe	group1
P2111	anaerobe	group2
P2112	anaerobe	group1
P2113	anaerobe	group2
P2114	anaerobe	group1
P2115	anaerobe	group2
P2116	anaerobe	group1
P2117	anaerobe	group2
P2118	anaerobe	group1
P2119	anaerobe	group2
P2120	anaerobe	group1
P2121	anaerobe	group2
P2122	anaerobe	group1
P2123	anaerobe	group2
P2124	anaerobe	group1
P2125	anaerobe	group2
P2126	anaerobe	group1
P2127	anaerobe	group2
P2128	anaerobe	group1
P2129	anaerobe	group2
P2130	anaerobe	group1
P2131	anaerobe	group2
P2132	anaerobe	group1
P2133	anaerobe	group2
P2134	anaerobe	group1
P2135	anaerobe	group2
P2136	anaerobe	group1
P2137	anaerobe	group2
P2138	anaerobe	group1
P2139	anaerobe	group2
P2140	anaerobe	group1
P2141	anaerobe	group2
P2142	anaerobe	group1
P2143	anaerobe	group2
P2144	anaerobe	group1
P2145	anaerobe	group2
P2146	anaerobe	group1
P2147	anaerobe	group2
P2148	anaerobe	group1
P2149	anaerobe	group2
P2150	anaerobe	group1
P2157	anaerobe	group2
P2167	anaerobe	group1
P2168	anaerobe	group2
P2169	anaerobe	group1
P2170	anaerobe	group2
P2171	anaerobe	group1
P2230	anaerobe	group2
P2231	anaerobe	group1
P2232	anaerobe	group2
P2233	anaerobe	group1
P2240	anaerobe	group2
P2253	anaerobe	group1
P2254	anaerobe	group2
P2268	anaerobe	group1
P2270	anaerobe	group2
P2271	anaerobe	group1
P2276	anaerobe	group2
P2277	anaerobe	group1
P2278	anaerobe	group2
P2279	anaerobe	group1
P2280	anaerobe	group2
P2290	anaerobe	group1
P2291	anaerobe	group2
P2295	anaerobe	group1
P2296	anaerobe	group2
P2297	anaerobe	group1
P2298	anaerobe	group2
P2299	anaerobe	group1
P2300	anaerobe	group2
P2313	anaerobe	group1
P2314	anaerobe	group2
P2315	anaerobe	group1
P2316	anaerobe	group2
P2318	anaerobe	group1
P2320	anaerobe	group2
P2334	anaerobe	group1
P2335	anaerobe	group2
P2346	anaerobe	group1
P2347	anaerobe	group2
P2348	anaerobe	group1
P2349	anaerobe	group2
P2376	anaerobe	group1
P2542	anaerobe	group2
P2543	anaerobe	group1
P2546	anaerobe	group2
P2547	anaerobe	group1
P2574	anaerobe	group2
P2575	anaerobe	group1
P2576	anaerobe	group2
P2613	anaerobe	group1
P2614	anaerobe	group2
P2615	anaerobe	group1
P2616	anaerobe	group2
P2617	anaerobe	group1
P2618	anaerobe	group2
P2619	anaerobe	group1
P2620	anaerobe	group2
P2621	anaerobe	group1
P2622	anaerobe	group2
P2623	anaerobe	group1
P2624	anaerobe	group2
P2625	anaerobe	group1
P2626	anaerobe	group2
P2627	anaerobe	group1
P2628	anaerobe	group2
P2629	anaerobe	group1
P2630	anaerobe	group2
P2631	anaerobe	group1
P2632	anaerobe	group2
P2633	anaerobe	group1
P2634	anaerobe	group2
P2635	anaerobe	group1
P2636	anaerobe	group2
P2637	anaerobe	group1
P2638	anaerobe	group2
P2639	anaerobe	group1
P2640	anaerobe	group2
P2641	anaerobe	group1
P2642	anaerobe	group2
P2659	anaerobe	group1
P2660	anaerobe	group2
P2661	anaerobe	group1
P2662	anaerobe	group2
P2663	anaerobe	group1
P2664	anaerobe	group2
P2665	anaerobe	group1
P2666	anaerobe	group2
P2667	anaerobe	group1
P2668	anaerobe	group2
P2669	anaerobe	group1
P2670	anaerobe	group2
P2671	anaerobe	group1
P2673	anaerobe	group2
P2674	anaerobe	group1
P2676	anaerobe	group2
P2677	anaerobe	group1
P2678	anaerobe	group2
P2679	anaerobe	group1
P2680	anaerobe	group2
P2681	anaerobe	group1
P2682	anaerobe	group2
P2683	anaerobe	group1
P2700	anaerobe	group2
P2701	anaerobe	group1
P2706	anaerobe	group2
P2707	anaerobe	group1
P2708	anaerobe	group2
P2709	anaerobe	group1
P2710	anaerobe	group2
P2711	anaerobe	group1
P2712	anaerobe	group2
P2713	anaerobe	group1
P2714	anaerobe	group2
P2715	anaerobe	group1
P2716	anaerobe	group2
P2717	anaerobe	group1
P2718	anaerobe	group2
P2722	anaerobe	group1
P2723	anaerobe	group2
P2725	anaerobe	group1
P2726	anaerobe	group2
P2729	anaerobe	group1
P2730	anaerobe	group2
P2731	anaerobe	group1
P2732	anaerobe	group2
P2733	anaerobe	group1
P2734	anaerobe	group2
P2735	anaerobe	group1
P2736	anaerobe	group2
P2737	anaerobe	group1
P2746	anaerobe	group2
P2747	anaerobe	group1
P2748	anaerobe	group2
P2749	anaerobe	group1
P2750	anaerobe	group2
P2751	anaerobe	group1
P2752	anaerobe	group2
P2753	anaerobe	group1
P2754	anaerobe	group2
P2755	anaerobe	group1
P2756	anaerobe	group2
P2757	anaerobe	group1
P2761	anaerobe	group2
P2762	anaerobe	group1
P2763	anaerobe	group2
P2764	anaerobe	group1
P2765	anaerobe	group2
P2766	anaerobe	group1
P2775	anaerobe	group2
P2777	anaerobe	group1
P2778	anaerobe	group2
P2779	anaerobe	group1
P2780	anaerobe	group2
P2830	anaerobe	group1
P2831	anaerobe	group2
P2834	anaerobe	group1
P2835	anaerobe	group2
P2838	anaerobe	group1
P001	aerobe	group1
P004	aerobe	group2
P005	aerobe	group1
P006	aerobe	group2
P007	aerobe	group1
P010	aerobe	group2
P011	aerobe	group1
P012	aerobe	group2
P013	aerobe	group1
P014	aerobe	group2
P019	aerobe	group1
P029	aerobe	group2
P030	aerobe	group1
P032	aerobe	group2
P033	aerobe	group1
P034	aerobe	group2
P035	aerobe	group1
P036	aerobe	group2
P037	aerobe	group1
P038	aerobe	group2
P039	aerobe	group1
P040	aerobe	group2
P041	aerobe	group1
P042	aerobe	group2
P043	aerobe	group1
P044	aerobe	group2
P045	aerobe	group1
P047	aerobe	group2
P048	aerobe	group1
P049	aerobe	group2
P050	aerobe	group1
P051	aerobe	group2
P052	aerobe	group1
P053	aerobe	group2
P054	aerobe	group1
P055	aerobe	group2
P058	aerobe	group1
P059	aerobe	group2
P063	aerobe	group1
P066	aerobe	group2
P067	aerobe	group1
P068	aerobe	group2
P069	aerobe	group1
P070	aerobe	group2
P073	aerobe	group1
P076	aerobe	group2
P077	aerobe	group1
P078	aerobe	group2
P082	aerobe	group1
P083	aerobe	group2
P085	aerobe	group1
P086	aerobe	group2
P087	aerobe	group1
P088	aerobe	group2
P089	aerobe	group1
P136	aerobe	group2
P137	aerobe	group1
P138	aerobe	group2
P139	aerobe	group1
P140	aerobe	group2
P141	aerobe	group1
P142	aerobe	group2
P143	aerobe	group1
P146	aerobe	group2
P147	aerobe	group1
P148	aerobe	group2
P153	aerobe	group1
P158	aerobe	group2
P159	aerobe	group1
P160	aerobe	group2
P161	aerobe	group1
P162	aerobe	group2
P165	aerobe	group1
P166	aerobe	group2
P176	aerobe	group1
P178	aerobe	group2
P179	aerobe	group1
P180	aerobe	group2
P181	aerobe	group1
P189	aerobe	group2
P190	aerobe	group1
P191	aerobe	group2
P192	aerobe	group1
P193	aerobe	group2
P194	aerobe	group1
P195	aerobe	group2
P196	aerobe	group1
P198	aerobe	group2
P199	aerobe	group1
P200	aerobe	group2
P202	aerobe	group1
P204	aerobe	group2
P205	aerobe	group1
P206	aerobe	group2
P207	aerobe	group1
P211	aerobe	group2
P212	aerobe	group1
P213	aerobe	group2
P214	aerobe	group1
P216	aerobe	group2
P217	aerobe	group1
P218	aerobe	group2
P219	aerobe	group1
P220	aerobe	group2
P224	aerobe	group1
P227	aerobe	group2
P228	aerobe	group1
P230	aerobe	group2
P231	aerobe	group1
P238	aerobe	group2
P240	aerobe	group1
P279	aerobe	group2
P280	aerobe	group1
P281	aerobe	group2
P282	aerobe	group1
P283	aerobe	group2
P284	aerobe	group1
P285	aerobe	group2
P286	aerobe	group1
P287	aerobe	group2
P288	aerobe	group1
P289	aerobe	group2
P402	aerobe	group1
P403	aerobe	group2
P404	aerobe	group1
P405	aerobe	group2
P407	aerobe	group1
P408	aerobe	group2
P409	aerobe	group1
P410	aerobe	group2
P411	aerobe	group1
P412	aerobe	group2
P413	aerobe	group1
P414	aerobe	group2
P415	aerobe	group1
P416	aerobe	group2
P420	aerobe	group1
P421	aerobe	group2
P422	aerobe	group1
P423	aerobe	group2
P424	aerobe	group1
P425	aerobe	group2
P426	aerobe	group1
P427	aerobe	group2
P428	aerobe	group1
P429	aerobe	group2
P430	aerobe	group1
P431	aerobe	group2
P432	aerobe	group1
P433	aerobe	group2
P437	aerobe	group1
P438	aerobe	group2
P443	aerobe	group1
P444	aerobe	group2
P445	aerobe	group1
P446	aerobe	group2
P447	aerobe	group1
P448	aerobe	group2
P449	aerobe	group1
P450	aerobe	group2
P451	aerobe	group1
P452	aerobe	group2
P453	aerobe	group1
P454	aerobe	group2
P455	aerobe	group1
P456	aerobe	group2
P457	aerobe	group1
P458	aerobe	group2
P459	aerobe	group1
P460	aerobe	group2
P461	aerobe	group1
P462	aerobe	group2
P463	aerobe	group1
P464	aerobe	group2
P465	aerobe	group1
P466	aerobe	group2
P467	aerobe	group1
P468	aerobe	group2
P482	aerobe	group1
P483	aerobe	group2
P484	aerobe	group1
P485	aerobe	group2
P496	aerobe	group1
P499	aerobe	group2
P501	aerobe	group1
P502	aerobe	group2
P503	aerobe	group1
P504	aerobe	group2
P505	aerobe	group1
P506	aerobe	group2
P507	aerobe	group1
P510	aerobe	group2
P511	aerobe	group1
P512	aerobe	group2
P516	aerobe	group1
P517	aerobe	group2
P518	aerobe	group1
P521	aerobe	group2
P523	aerobe	group1
P527	aerobe	group2
P532	aerobe	group1
P533	aerobe	group2
P534	aerobe	group1
P535	aerobe	group2
P536	aerobe	group1
P537	aerobe	group2
P538	aerobe	group1
P539	aerobe	group2
P542	aerobe	group1
P543	aerobe	group2
P544	aerobe	group1
P545	aerobe	group2
P550	aerobe	group1
P551	aerobe	group2
P558	aerobe	group1
P560	aerobe	group2
P563	aerobe	group1
P564	aerobe	group2
P565	aerobe	group1
P566	aerobe	group2
P567	aerobe	group1
P568	aerobe	group2
P569	aerobe	group1
P570	aerobe	group2
P573	aerobe	group1
P574	aerobe	group2
P575	aerobe	group1
P576	aerobe	group2
P581	aerobe	group1
P582	aerobe	group2
P583	aerobe	group1
P648	aerobe	group2
P649	aerobe	group1
P652	aerobe	group2
P656	aerobe	group1
P657	aerobe	group2
P658	aerobe	group1
P663	aerobe	group2
P664	aerobe	group1
P666	aerobe	group2
P667	aerobe	group1
P668	aerobe	group2
P669	aerobe	group1
P672	aerobe	group2
P673	aerobe	group1
P674	aerobe	group2
P680	aerobe	group1
P681	aerobe	group2
P683	aerobe	group1
P685	aerobe	group2
P691	aerobe	group1
P692	aerobe	group2
P695	aerobe	group1
P696	aerobe	group2
P697	aerobe	group1
P698	aerobe	group2
P714	aerobe	group1
P715	aerobe	group2
P716	aerobe	group1
P717	aerobe	group2
P733	aerobe	group1
P734	aerobe	group2
P735	aerobe	group1
P737	aerobe	group2
P738	aerobe	group1
P739	aerobe	group2
P740	aerobe	group1
P741	aerobe	group2
P782	aerobe	group1
P792	aerobe	group2
P793	aerobe	group1
P803	aerobe	group2
P804	aerobe	group1
P805	aerobe	group2
P806	aerobe	group1
P808	aerobe	group2
P810	aerobe	group1
P811	aerobe	group2
P812	aerobe	group1
P813	aerobe	group2
P815	aerobe	group1
P816	aerobe	group2
P817	aerobe	group1
P843	aerobe	group2
P844	aerobe	group1
P845	aerobe	group2
P846	aerobe	group1
P847	aerobe	group2
P848	aerobe	group1
P851	aerobe	group2
P856	aerobe	group1
P862	aerobe	group2
P1185	aerobe	group1
P1186	aerobe	group2
P1202	aerobe	group1
P1203	aerobe	group2
P1204	 aerobe	group1
P1206	aerobe	group2
P1207	aerobe	group1
P1208	aerobe	group2
P1209	aerobe	group1
P1210	aerobe	group2
P1211	aerobe	group1
P1212	aerobe	group2
P1213	aerobe	group1
P1214	aerobe	group2
P1215	aerobe	group1
P1216	aerobe	group2
P1219	aerobe	group1
P1220	aerobe	group2
P1221	aerobe	group1
P1222	aerobe	group2
P1223	aerobe	group1
P1254	aerobe	group2
P1255	 aerobe	group1
P1267	aerobe	group2
P1268	aerobe	group1
P1269	aerobe	group2
P1270	aerobe	group1
P1271	aerobe	group2
P1272	 aerobe	group1
P1273	aerobe	group2
P1274	aerobe	group1
P1275	aerobe	group2
P1278	aerobe	group1
P1279	aerobe	group2
P1280	aerobe	group1
P1281	aerobe	group2
P1282	aerobe	group1
P1283	aerobe	group2
P1284	aerobe	group1
P1285	aerobe	group2
P1298	aerobe	group1
P1299	aerobe	group2
P1300	aerobe	group1
P1303	aerobe	group2
P1304	aerobe	group1
P1305	aerobe	group2
P1306	aerobe	group1
P1307	aerobe	group2
P1308	aerobe	group1
P1309	aerobe	group2
P1311	aerobe	group1
P1312	aerobe	group2
P1314	aerobe	group1
P1315	aerobe	group2
P1316	aerobe	group1
P1317	aerobe	group2
P1318	aerobe	group1
P1319	aerobe	group2
P1320	aerobe	group1
P1321	aerobe	group2
P1322	aerobe	group1
P1323	aerobe	group2
P1324	aerobe	group1
P1328	aerobe	group2
P1330	aerobe	group1
P1331	aerobe	group2
P1333	aerobe	group1
P1334	aerobe	group2
P1338	aerobe	group1
P1339	aerobe	group2
P1340	aerobe	group1
P1341	aerobe	group2
P1342	aerobe	group1
P1343	aerobe	group2
P1344	aerobe	group1
P1345	aerobe	group2
P1349	aerobe	group1
P1351	aerobe	group2
P1352	aerobe	group1
P1353	aerobe	group2
P1354	aerobe	group1
P1355	aerobe	group2
P1356	aerobe	group1
P1359	aerobe	group2
P1360	aerobe	group1
P1364	aerobe	group2
P1365	aerobe	group1
P1366	aerobe	group2
P1367	aerobe	group1
P1514	aerobe	group2
P1515	aerobe	group1
P1516	aerobe	group2
P1517	aerobe	group1
P1518	aerobe	group2
P1519	aerobe	group1
P1521	aerobe	group2
P1523	aerobe	group1
P1524	aerobe	group2
P1525	aerobe	group1
P1526	aerobe	group2
P1527	aerobe	group1
P1528	aerobe	group2
P1613	aerobe	group1
P1623	aerobe	group2
P1626	aerobe	group1
P1652	aerobe	group2
P1656	aerobe	group1
P1657	aerobe	group2
P1658	aerobe	group1
P1659	aerobe	group2
P1660	aerobe	group1
P1661	aerobe	group2
P1662	aerobe	group1
P1663	aerobe	group2
P1664	aerobe	group1
P1665	aerobe	group2
P1666	aerobe	group1
P1667	aerobe	group2
P1668	aerobe	group1
P1669	aerobe	group2
P1670	aerobe	group1
P1675	aerobe	group2
P1676	aerobe	group1
P1686	aerobe	group2
P1711	aerobe	group1
P1712	aerobe	group2
P1753	aerobe	group1
P1755	aerobe	group2
P1756	aerobe	group1
P1757	aerobe	group2
P1758	aerobe	group1
P1759	aerobe	group2
P1760	aerobe	group1
P1765	aerobe	group2
P1767	aerobe	group1
P1768	aerobe	group2
P1769	aerobe	group1
P1771	aerobe	group2
P1773	aerobe	group1
P1775	 aerobe	group2
P1777	aerobe	group1
P1778	aerobe	group2
P1780	aerobe	group1
P1781	aerobe	group2
P1782	 aerobe	group1
P1783	 aerobe	group2
P1784	aerobe	group1
P1785	aerobe	group2
P1786	aerobe	group1
P1787	aerobe	group2
P1788	aerobe	group1
P1793	aerobe	group2
P1800	aerobe	group1
P1801	aerobe	group2
P1804	aerobe	group1
P1806	aerobe	group2
P1807	aerobe	group1
P1808	aerobe	group2
P1809	aerobe	group1
P1810	aerobe	group2
P1811	aerobe	group1
P1812	aerobe	group2
P1813	aerobe	group1
P1814	aerobe	group2
P1815	aerobe	group1
P1816	aerobe	group2
P1817	aerobe	group1
P1818	aerobe	group2
P1819	aerobe	group1
P1820	aerobe	group2
P1821	aerobe	group1
P1822	aerobe	group2
P1823	aerobe	group1
P1824	aerobe	group2
P1825	aerobe	group1
P1826	aerobe	group2
P1827	aerobe	group1
P1828	aerobe	group2
P1829	aerobe	group1
P1830	aerobe	group2
P1831	aerobe	group1
P1832	aerobe	group2
P1835	aerobe	group1
P1836	aerobe	group2
P1837	aerobe	group1
P1838	aerobe	group2
P1839	aerobe	group1
P1840	aerobe	group2
P1841	aerobe	group1
P1842	aerobe	group2
P1843	aerobe	group1
P1844	aerobe	group2
P1851	aerobe	group1
P1852	aerobe	group2
P1853	aerobe	group1
P1854	aerobe	group2
P1855	aerobe	group1
P1857	aerobe	group2
P1860	aerobe	group1
P1861	aerobe	group2
P1862	aerobe	group1
P1863	aerobe	group2
P1864	aerobe	group1
P1865	aerobe	group2
P1866	aerobe	group1
P1867	aerobe	group2
P1868	aerobe	group1
P1869	aerobe	group2
P1870	aerobe	group1
P1871	aerobe	group2
P1872	aerobe	group1
P1873	aerobe	group2
P1874	aerobe	group1
P1875	aerobe	group2
P1876	aerobe	group1
